idx,review_id,title_clean,text_clean,rating,sentiment_class,date,year,month,quarter,period,trip_type,reviewer_type,reviewer_name,word_count,like_count,has_images,image_count,image_urls,has_sacred_content,has_ritual,has_actor,has_space,has_spiritual,has_festival,has_rule,language,is_translated,original_language,review_link
3372,656959730,Pashupatinath,"Humbling and sombre place, it can get really overwhelming with the sights and sounds but it is an experience that will make you think about life and how we are not so different after all, wherever we come from. Did not take any photographs as we felt it was disrespectful, the picture is forever imprinted in our minds.",5,positive,2019-03-07,2019,3,1,pre_covid_peak,couples,likely_tourist,lksg,58,1,False,0,,True,False,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r656959730-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3373,657028846,"Peace, Beauty, Culture, and Spirituality",This is one of the holiest places for Hindus and is spiritually and culturally rich. The earthquake damage is being repaired slowly. I love the peaceful atmosphere.,5,positive,2019-03-07,2019,3,1,pre_covid_peak,friends,likely_tourist,MARKOLA111,27,0,False,0,,True,True,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r657028846-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3374,657183087,A fascinating place,"Although non-Hindus cannot enter the temple proper, there is plenty else to see, from macaques deftly avoiding the razor wire to open-air cremations.",4,positive,2019-03-08,2019,3,1,pre_covid_peak,friends,likely_tourist,Paul G,23,0,True,5,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b8/04/20/temple-entrance.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b8/04/da/lord-ganesh.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b8/05/53/a-hindu-god.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b8/05/ea/rhesus-macaque.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b8/06/5b/open-air-cremation.jpg,True,True,False,False,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r657183087-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3375,657134631,Very important Hindu temple,"We visited this important temple on our first stay in Kathmandu - we thought about returning on our second stay but decided against when we saw the huge crowds for Maha Shivaratri! We were of course not able to enter the temple, but gained a good view from the opposite bank of the river and outside the gates. Certainly well worth a visit, although you do have to close your eyes to some things you see.",4,positive,2019-03-08,2019,3,1,pre_covid_peak,couples,likely_tourist,One_of_the_BOFs,76,0,True,9,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b7/44/ec/photo0jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b7/44/ee/photo1jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b7/44/f0/photo2jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b7/44/f1/photo3jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b7/44/f2/photo4jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b7/44/f3/photo5jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b7/44/f4/photo6jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b7/44/f5/photo7jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/b7/44/f6/photo8jpg.jpg,True,False,False,False,False,True,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r657134631-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3376,657167866,Beautiful place,We really liked this place during the sivaratri fastivals with many people and funny sadu We enjoyed there alot. We will visit there again,5,positive,2019-03-08,2019,3,1,pre_covid_peak,friends,likely_tourist,Julian,24,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r657167866-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3377,658305838,Cremation: a touching experience,"View of real life cremation traditions seen on site and explanations provided by our guide, Mr Puru, made this visit a great experience.",5,positive,2019-03-13,2019,3,1,pre_covid_peak,friends,likely_tourist,Gaétan St Amand,23,0,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r658305838-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3378,658148752,Fascinating place but cannot enter when not Hindu,"Please don t misunderstand my low mark, it s only related to the very expensive entry ticket of 1000 rupees and there is hardly anything you can see there. The main temple is not allowed for non Hindus and ground around temple within the complex will not provide much. On the other hand, when you cross the Bagmati river, you will have a magic view on the temple which cost nothing. So my suggestion is to certainly visit but do not pay for it just enjoy the stroll, atmosphere and views from the other side of the river.",3,neutral,2019-03-13,2019,3,1,pre_covid_peak,solo,mixed,Nela Z,98,3,True,10,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c5/85/e8/photo0jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c5/85/e9/photo1jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c5/85/ea/photo2jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c5/85/eb/photo3jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c5/85/ec/photo4jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c5/85/ed/photo5jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c5/85/ee/photo6jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c5/85/ef/photo7jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c5/85/f0/photo8jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c5/85/f1/photo9jpg.jpg,True,False,False,True,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r658148752-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3379,658341843,Morbid,Was 10 bucks to visit for foreigners and was quite a morbid place. You basically stand on a bridge and u can see bodies burning on both sides of the river for different status classes and family members crying. They have bodies burning 24/7. Probably wouldn t have gone again if I was to do it all over again. Mostly locals when I was there and mostly i guess was to observe the funeral process. Pretty sad place.,2,negative,2019-03-14,2019,3,1,pre_covid_peak,friends,likely_tourist,terenceleezy,78,0,True,2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/cc/bd/64/photo0jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/cc/bd/67/photo1jpg.jpg,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r658341843-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3380,658948316,Solemn Witness,"At first it seems intrusive, but it is a great way to get some insight into the Hindu cremation ritual. Watching is very personal and may be uncomfortable for some, but it is enlightening. The temple is off-limits to non-Hindus, so you will have to be satisfied with a walk around the grounds. The Sadhus that hang around posing for pictures for cash are intriguing.",5,positive,2019-03-17,2019,3,1,pre_covid_peak,friends,likely_tourist,DL2Some,65,0,False,0,,True,True,True,False,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r658948316-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3381,659732403,Temples and park heritage site,"Pashupatinath Temple has several temples and structures in park area. It s a must visit for Hindus. Daily cremation ceremonies along the river. Bridge separates casts cerimonies. You can see monkeys roaming though the park, holy men in their service, artists dressed as gods such as Hanuman, etc. a little bit of everything.",4,positive,2019-03-20,2019,3,1,pre_covid_peak,friends,likely_tourist,JBtravel66,53,0,True,8,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e0/f9/87/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e0/f9/8d/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e0/f9/91/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e0/f9/9b/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e0/f9/9f/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e0/f9/a1/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e0/f9/a2/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e0/f9/a3/pashupatinath-temple.jpg,True,True,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r659732403-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3382,659742804,Beautiful temples,Really pretty in the night with all the lights. For Hindus it is a very sacred place and so it can be crowded on certain days of the year. So please check before visiting..,4,positive,2019-03-20,2019,3,1,pre_covid_peak,solo,mixed,apoorva s,34,0,False,0,,True,False,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r659742804-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3383,659745780,More dead bodies than anticipated,"We thought we'd be seeing some beautiful temples but the experience was more confronting than anticipated with at least 3 cremations occurring whilst we visited. The access to much of the temple complex is restricted for those who aren't Hindu and we didn't want to intrude upon families' grief by staring at the bodies of their loved ones. It seemed a bit macabre. The river where the cremations occur is very dirty and full of pigeons and monkeys. This was also the place we experienced the most begging and hawking in Kathmandu. Whilst an interesting cultural experience, it wasn't for me and I wouldn't go there again.",3,neutral,2019-03-20,2019,3,1,pre_covid_peak,,likely_tourist,Amy G,107,0,False,0,,True,True,True,False,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r659745780-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3384,659967017,Dance of death!,It s a great experience about concept of death.lots of people come there before sunset. Various songs as a special ceremony for corpse. It takes about 3 hours.,5,positive,2019-03-20,2019,3,1,pre_covid_peak,friends,likely_tourist,Hadi Moghadasi,28,0,True,3,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e3/1a/c8/photo0jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e3/1a/ca/photo1jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e3/1a/cb/photo2jpg.jpg,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r659967017-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3385,660137039,Hindus temple,One of the biggest and most popular Hindus temple. The Pashupatinath Temple is a famous and sacred Hindu temple in Asia. Pashupatinath Temple has several temples and structures in park area. It's a must visit for Hindus. Daily cremation ceremonies along the river.,5,positive,2019-03-22,2019,3,1,pre_covid_peak,friends,likely_tourist,gskal,43,0,False,0,,True,True,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r660137039-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3386,660470891,Spiritual bliss at Padhupatinath,Had an amazing darshan during the special evening prayer at Pashupatinath.This temple is located on banks of Baghmati river. One of the key holy sites for Lord Shiva. A must visit for all Hindus travelling to Kathmandu. The river banks behind also serve as a place for last rites for the dead..bodies are burnt on the banks as per typical Hindu tradition. If you cannot stomach this avoid going to the rover bank side.,4,positive,2019-03-23,2019,3,1,pre_covid_peak,couples,likely_tourist,Sivarama S,74,1,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r660470891-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3387,660821150,Interesinting visit,Real authentic Nepali atmosphere. Families performing the cremation of their deaths. You can walk around the entry and skip payment.,4,positive,2019-03-24,2019,3,1,pre_covid_peak,solo,mixed,ViajeraJen,20,1,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r660821150-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3388,660655646,Opened our eyes,Absolutely worth a visit ... and make sure that you get a local guide as we did to help you understand whats going on around you. It really opened our eyes to the Hindu history and culture and helped us understand more their way of life.,4,positive,2019-03-24,2019,3,1,pre_covid_peak,couples,likely_tourist,Sarahlou8888,46,2,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r660655646-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3389,661856788,Pashupathinath temple...,"Holy place for hindus, also called 5th dham of load shiva......peacefull, positive vibes....good management....",5,positive,2019-03-28,2019,3,1,pre_covid_peak,friends,likely_tourist,parveen k,14,0,True,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f7/ca/fd/pashupatinath-temple.jpg,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r661856788-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3390,661732062,Unique must experience it,A very visible and open view of cremation in Hinduism. Grab a guide at the gate. I paid 1000 rupees for one hour. He explained the entire process and I would not have got much out of it without a guide.,5,positive,2019-03-28,2019,3,1,pre_covid_peak,,likely_tourist,vancouverrobert,41,0,True,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f6/12/2c/photo0jpg.jpg,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r661732062-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3391,662624612,A place full of highly intense experiences,"A functioning temple of high esteem for Hindus. hence extremely crowded. also, if you are not an asian hindu you will not be allowed to enter the main temple precinct. that said the temple has 4 parts - the main temple precinct which houses the actual deity and the nandi (holy bull), the secondary precinct which is outside the main precinct and has subsidiary temples and all sorts of sadhus waiting to make a money from foreigners who want to click a photo, the burning ghat or crematorium and lastly the other side of the river on top of the hill. lets start with the last first. the ""river"" is actually almost a drain (sorry for this but this is what the Government has transformed the Bagmati river to in this area). it is a very narrow strip of water that hardly flows and is full of rubbish. on the opposite side of this stream is a small hill lined with small temples. you should climb all the way up as there are beautiful views from there. also halfway down the stairs you can also sit down and see the process of burning of dead bodies (for whoever is mentally aligned to that). back on the temple side of the river / stream, you have the burning ghats - these are just ghats and normally people who come there to burn their departed family are present. beyond this is the secondary precinct which has a lot of smaller temples - you can visit these even as a non-Hindu. some of the temple architecture is really fascinating and beautiful. this is a place of living tradition and culture and hence quite interesting and at the same time a place that deserves respect to be shown. finally you have the main temple precinct that houses the main shrine and the huge giant nandi (bull) statue and also multitude of smaller temples. there is always a line / queue to see the main temple but it is quite organized and there is no hustling by the temple functionaries and no pressure for paying money and things like that. you can if you want, view the shivling (the main idol) and walk away without paying a single penny. the organization inside the main precinct while not top notch is pretty decent given the crowd that it handles. no photography or video or mobile phones are allowed in this place. i went in to the main temple with my dslr closed - one person asked me how you have such a big camera here - i told him it is switched off and closed and he was OK. everywhere else it is not a problem. you have to enter without shoes of course. we had a guided tour, where the guide made us open our shoes and keep all our leather belongings in a shop and then gave us rubber slippers to use till we came back. this is the normal procedure. you can keep your wallets and stuff also but depends on your risk appetite. there are huge crowds all the while and if visiting with small children then it is a must to keep good control over them as it is very easy for a child to get lost in the crowd. we went on a saturday around 10:30 to 11 in the morning. it was quite crowded but not in a way that you cannot move at all. overall this is a must visit to see religious fervour and some tradition and culture. we did not wait around for the evening arati on the banks as the sight of the river was quite depressing.",4,positive,2019-04-01,2019,4,2,pre_covid_peak,family,likely_pilgrim,RRC_1976,612,1,False,0,,True,False,True,True,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r662624612-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3392,663311869,Another interesting temple,There are so many temples in Nepal and this is another one that is worth a visit while in Kathmandu.,4,positive,2019-04-03,2019,4,2,pre_covid_peak,couples,likely_tourist,Adventurers049,20,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r663311869-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3393,663311541,Not for everyone,"During our visit, we saw bodies in various stages of cremation: fire building, fire starting, huge flames, hot embers and no remains and finally, washing the embers into the river. Quite messy and a bit confronting.",4,positive,2019-04-03,2019,4,2,pre_covid_peak,couples,likely_tourist,Adventurers049,36,0,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r663311541-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3394,663346726,Confronting place with no graphic warning,Very confronting place to visit dead bodies cremating in open and dirty . I would never recommend anyone to go there just be aware of the holy men there don t take photos of them or u might have to pay them . Don t take flowers from them they will ask for money u don t have to pay them but still they will ask .,1,negative,2019-04-03,2019,4,2,pre_covid_peak,solo,mixed,Daljeet Singh,67,1,True,2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/08/16/74/photo0jpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/08/16/75/photo1jpg.jpg,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r663346726-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3395,663645960,Temple visit,"It's a huge temple complex in the center of the town. The main Garbha Gudi has a Shiva lingam, with an engraving of the face of Lord Shiva, on 4 sides. You can go around and see the God from all 4 sides. Every evening, near the temple, on the banks of the Bhagamathi river, a evening aarthi, is held.",5,positive,2019-04-04,2019,4,2,pre_covid_peak,family,likely_pilgrim,Wanderer824059,60,0,False,0,,True,False,False,True,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r663645960-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3396,663877675,Beautiful,There's lots of area to move about or just sit and enjoy the place.One can enjoy good photography here. There are good food and shopping joints within as well as outside it's premises. A must visit!,4,positive,2019-04-05,2019,4,2,pre_covid_peak,family,likely_pilgrim,Reecha Yogda,36,0,True,8,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0d/94/c4/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0d/94/c5/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0d/94/c6/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0d/94/d0/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0d/94/d2/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0d/94/d3/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0d/94/d4/pashupatinath-temple.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0d/94/d5/pashupatinath-temple.jpg,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r663877675-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3397,664002033,Wow! Truly an amazing experience,"Felt like a stepping into a storybook temple, it was truly an amazing experience. The temple is strictly for Hindus. I would suggest a morning darshan. Be careful of the several touts peddling vip darshan as it is controlled well therefore don t fall for it.",5,positive,2019-04-05,2019,4,2,pre_covid_peak,business,likely_tourist,Surabhi A,46,2,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r664002033-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3398,664329729,Under reconstruction,"Being naive and out of touch with world and local news, I was quick to learn how the 2017 earthquake caused such damage to this city and it's splendors. This site being one, cordoned off in places being repair, scaffolding everywhere indicated of repairs...one had to use their imagination what glory was before and will be restored one day.",4,positive,2019-04-07,2019,4,2,pre_covid_peak,couples,likely_tourist,Terry S,59,1,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r664329729-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3399,664330217,Classic Heritage Must See,"Being naive and out of touch with world and local news, I was quick to learn how the 2017 earthquake caused such damage to this city and it's splendors. This site being one, cordoned off in places being repair, scaffolding everywhere indicated of repairs...one had to use their imagination what glory was before and will be restored one day. Fun to find spots where buildings were intact to catch pictures of the ancient glory and history. A must see.",5,positive,2019-04-07,2019,4,2,pre_covid_peak,couples,likely_tourist,Terry S,79,1,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r664330217-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3400,664406449,Temple complex,It is an interesting complex of temples. A good place to sit and watch live go by at the ghats. Also a good place to learn about the rituals and traditions around death for the local community.,4,positive,2019-04-07,2019,4,2,pre_covid_peak,family,likely_pilgrim,Lize B,37,0,False,0,,True,True,False,True,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r664406449-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3401,664484577,Must Visit this place,"Great Place to observe the local shrine and temple with rich culture history. I was amazed, when I saw burning the dead body in Pashupati Nath Temple and also quite sad seeing the relatives crying also. Overall, Great place to visit this place.",5,positive,2019-04-07,2019,4,2,pre_covid_peak,solo,mixed,Victor Mateescu,43,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r664484577-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3402,664680300,Highly recommended,Highly recommend this place for great new experience. I felt like its totally new for the western world,5,positive,2019-04-08,2019,4,2,pre_covid_peak,friends,likely_tourist,ais g,18,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r664680300-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3403,664682543,Good old architecture,"its good old architecture ...sacred Hindu temple complex that is located on the banks of the Bagmati River,Pashupatinath is more than just a religious destination. It is a combination of religion, art, and culture. It offers peace and devotion. Pashupatinath Temple is one of the 8 UNESCO Cultural Heritage Sites of the Kathmandu Valley.",4,positive,2019-04-08,2019,4,2,pre_covid_peak,,likely_tourist,komal Daudia,54,0,False,0,,True,False,False,True,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r664682543-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3404,664890622,Must visit place in Kathmandu,"As listed one of the heritage sites under UNESCO, pashupatinath is one of the major temples of Hindu religion. Along with the religion they got other attractions also the Hindu monks, old age homes . And Tere is aarati every evening from 6 pm to 8 pm and that is very magnificent",5,positive,2019-04-09,2019,4,2,pre_covid_peak,family,likely_pilgrim,Ananda Gautam,52,0,True,10,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/17/fd/f4/img-20190315-172349-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/17/fd/f5/img-20190315-173119-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/17/fd/f6/img-20190315-174432-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/17/fd/f7/img-20190315-180226-bokeh.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/17/fd/f8/img-20190315-180644-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/17/fd/f9/img-20190315-181821-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/17/fd/fb/img-20190315-173114-2.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/17/fd/fc/img-20190315-172708-2.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/17/fd/fd/img-20190315-182725-3.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/17/fd/fe/img-20190315-173622-2.jpg,True,True,True,False,False,True,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r664890622-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3405,665157681,A Hindu temple not to be missed in Kathmandu,This is one of the very few temples which you should not miss when you visit Nepal. Very holy and well maintained.,3,neutral,2019-04-10,2019,4,2,pre_covid_peak,family,likely_pilgrim,M Baskar,22,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r665157681-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3406,665120260,Must see in Kathmandu,"This is a very holy site for hindus and also buddhists. The site is vast so allow a few hours to look around. There is also a deer park and the photo ops with some of the local sadhus make for some interesting photos of your trip here, worth a visit if in Kathmandu , one of the must see ,s in Kathmandu.",5,positive,2019-04-10,2019,4,2,pre_covid_peak,business,likely_tourist,Mustang20142014,63,0,False,0,,True,False,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r665120260-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3407,665148185,Temple worth to visit,One of the important Hindu religious temples on the banks of the Bagmati River. The campus is very clean and the crowd is nicely managed by the temple authorities. This temple complex was in the list of the UNESCO World Heritage Sites in 1979. A lot of devotees offer prayer every day.,5,positive,2019-04-10,2019,4,2,pre_covid_peak,solo,mixed,jugalbpgohain,52,0,False,0,,True,True,True,True,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r665148185-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
3408,665427738,"Interesting place, but lot of scammers",A interesting place to see. Beware of the scamming tour guides and monks. Tickets are 1000 to get in.,2,negative,2019-04-11,2019,4,2,pre_covid_peak,solo,mixed,Nathan N,19,0,True,4,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/1e/04/62/20190411-133331-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/1e/04/63/20190411-133012-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/1e/04/64/20190411-133225-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/1e/04/65/20190411-132846-largejpg.jpg,True,False,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r665427738-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
